experiment_id,score,one_minus_nmae,avg_nmae,ficr,worst_month_score,high_generation_score,delta_score,delta_one_minus_nmae,delta_avg_nmae,delta_ficr,delta_worst_month_score,delta_high_generation_score,method,alpha_kpx_group_1,alpha_kpx_group_2,alpha_kpx_group_3,verdict,reason
baseline_w4,0.6117673564727266,0.8700286771288893,0.12997132287111068,0.3535060358165638,0.5917149198256562,0.6001969855349586,0.0,0.0,0.0,0.0,0.0,0.0,baseline,1.0,1.0,1.0,Baseline,fixed W4 baseline
A2_group_1.005_1.015_1.005,0.6146542356870753,0.8702988888463614,0.12970111115363855,0.3590095825277893,,,0.0028868792143487143,0.00027021171747210193,-0.0002702117174721297,0.005503546711225493,,,A2_group,1.005,1.015,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.015_1.010,0.6150329459543278,0.8704196708271589,0.12958032917284115,0.35964622108149674,,,0.003265589481601161,0.00039099369826955943,-0.0003909936982695317,0.006140185264932929,,,A2_group,1.005,1.015,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.015_1.015,0.6152888008795093,0.8705337539061971,0.12946624609380283,0.36004384785282156,,,0.0035214444067827033,0.0005050767773078224,-0.0005050767773078502,0.006537812036257751,,,A2_group,1.005,1.015,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.015_1.020,0.6153572923690848,0.8706412234895681,0.12935877651043196,0.3600733612486014,,,0.003589935896358143,0.0006125463606787562,-0.0006125463606787285,0.006567325432037585,,,A2_group,1.005,1.015,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.015_1.025,0.6157640711792095,0.8707409357692548,0.12925906423074515,0.3607872065891642,,,0.0039967147064828845,0.000712258640365504,-0.0007122586403655318,0.007281170772600376,,,A2_group,1.005,1.015,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.015_1.030,0.6159512081933919,0.8708350919545502,0.12916490804544975,0.3610673244322335,,,0.004183851720665266,0.000806414825660906,-0.0008064148256609338,0.007561288615669681,,,A2_group,1.005,1.015,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.970,0.6129301568868384,0.8692161250783502,0.13078387492164978,0.3566441886953265,,,0.0011628004141117643,-0.0008125520505390949,0.0008125520505390949,0.003138152878762679,,,A2_group,1.005,1.02,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.975,0.6131136816006276,0.8693859171846736,0.13061408281532635,0.3568414460165816,,,0.0013463251279010047,-0.0006427599442156984,0.0006427599442156706,0.0033354102000177632,,,A2_group,1.005,1.02,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.980,0.6135277257487943,0.8695476979517073,0.1304523020482927,0.35750775354588143,,,0.001760369276067708,-0.0004809791771820393,0.00048097917718201155,0.004001717729317622,,,A2_group,1.005,1.02,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.985,0.6139433495324684,0.8697028088293051,0.13029719117069496,0.35818389023563185,,,0.00217599305974181,-0.00032586829958425323,0.000325868299584281,0.004677854419068039,,,A2_group,1.005,1.02,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.990,0.6143248521102164,0.8698520755587457,0.1301479244412543,0.35879762866168713,,,0.0025574956374897484,-0.00017660157014365296,0.0001766015701436252,0.005291592845123316,,,A2_group,1.005,1.02,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_0.995,0.614586244521067,0.8699951283717726,0.13000487162822738,0.35917736067036143,,,0.0028188880483404066,-3.3548757116697026e-05,3.3548757116697026e-05,0.005671324853797621,,,A2_group,1.005,1.02,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.000,0.6148060950563428,0.8701308000521968,0.12986919994780322,0.3594813900604887,,,0.0030387385836161407,0.0001021229233074683,-0.0001021229233074683,0.005975354243924869,,,A2_group,1.005,1.02,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.005,0.614992856555703,0.8702582571305691,0.12974174286943088,0.359727455980837,,,0.003225500082976396,0.00022958000167982995,-0.0002295800016798022,0.006221420164273184,,,A2_group,1.005,1.02,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.010,0.6153715668229555,0.8703790391113665,0.12962096088863348,0.3603640945345444,,,0.0036042103502288425,0.0003503619824771764,-0.0003503619824772042,0.006858058717980564,,,A2_group,1.005,1.02,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.015,0.615627421748137,0.8704931221904049,0.12950687780959516,0.3607617213058692,,,0.003860065275410385,0.00046444506151555043,-0.00046444506151552267,0.007255685489305386,,,A2_group,1.005,1.02,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.020,0.6156959132377124,0.8706005917737757,0.12939940822622428,0.3607912347016491,,,0.003928556764985824,0.0005719146448863732,-0.000571914644886401,0.007285198885085276,,,A2_group,1.005,1.02,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.025,0.6161026920478372,0.8707003040534625,0.12929969594653748,0.3615050800422119,,,0.004335335575110566,0.000671626924573232,-0.0006716269245732043,0.007999044225648066,,,A2_group,1.005,1.02,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.020_1.030,0.6162898290620196,0.870794460238758,0.12920553976124205,0.36178519788528113,,,0.004522472589292947,0.0007657831098686341,-0.0007657831098686341,0.008279162068717316,,,A2_group,1.005,1.02,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.970,0.6129033185870139,0.8691592807366406,0.13084071926335936,0.35664735643738704,,,0.0011359621142872367,-0.0008693963922487002,0.0008693963922486725,0.003141320620823229,,,A2_group,1.005,1.025,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.975,0.6130868433008031,0.8693290728429641,0.1306709271570359,0.35684461375864207,,,0.001319486828076477,-0.0006996042859251927,0.0006996042859252205,0.003338577942078258,,,A2_group,1.005,1.025,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.980,0.6135008874489698,0.8694908536099978,0.13050914639000225,0.35751092128794193,,,0.0017335309762431805,-0.0005378235188915337,0.0005378235188915614,0.004004885471378117,,,A2_group,1.005,1.025,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.985,0.6139165112326439,0.8696459644875955,0.13035403551240454,0.3581870579776924,,,0.0021491547599172822,-0.0003827126412938586,0.0003827126412938586,0.00468102216112859,,,A2_group,1.005,1.025,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.990,0.6142980138103918,0.8697952312170361,0.1302047687829639,0.3588007964037476,,,0.002530657337665221,-0.00023344591185325836,0.00023344591185320285,0.005294760587183811,,,A2_group,1.005,1.025,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_0.995,0.6145594062212425,0.869938284030063,0.13006171596993696,0.35918052841242193,,,0.002792049748515879,-9.039309882630242e-05,9.039309882627466e-05,0.005674492595858116,,,A2_group,1.005,1.025,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.000,0.6147792567565182,0.8700739557104872,0.1299260442895128,0.3594845578025492,,,0.003011900283791613,4.527858159786291e-05,-4.5278581597890666e-05,0.005978521985985363,,,A2_group,1.005,1.025,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.005,0.6149660182558785,0.8702014127888595,0.12979858721114046,0.3597306237228975,,,0.0031986617831518682,0.00017273565997022455,-0.00017273565997022455,0.006224587906333678,,,A2_group,1.005,1.025,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.010,0.6153447285231309,0.870322194769657,0.12967780523034303,0.3603672622766049,,,0.003577372050404315,0.00029351764076768205,-0.0002935176407676543,0.006861226460041114,,,A2_group,1.005,1.025,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.015,0.6156005834483125,0.8704362778486953,0.1295637221513047,0.36076488904792975,,,0.0038332269755858572,0.00040760071980594503,-0.0004076007198059728,0.007258853231365936,,,A2_group,1.005,1.025,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.020,0.6156690749378879,0.8705437474320662,0.12945625256793383,0.3607944024437096,,,0.003901718465161297,0.0005150703031768789,-0.0005150703031768511,0.00728836662714577,,,A2_group,1.005,1.025,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.025,0.6160758537480127,0.8706434597117529,0.12935654028824706,0.3615082477842724,,,0.004308497275286038,0.0006147825828636266,-0.0006147825828636266,0.008002211967708561,,,A2_group,1.005,1.025,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.025_1.030,0.616262990762195,0.8707376158970483,0.12926238410295163,0.3617883656273417,,,0.00449563428946842,0.0007089387681590287,-0.0007089387681590564,0.008282329810777866,,,A2_group,1.005,1.025,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.970,0.6131418810259036,0.869088475489653,0.13091152451034702,0.3571952865621542,,,0.0013745245531769923,-0.0009402016392363599,0.0009402016392363322,0.0036892507455904,,,A2_group,1.005,1.03,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.975,0.6133254057396929,0.8692582675959765,0.13074173240402356,0.3573925438834093,,,0.0015580492669662327,-0.0007704095329128524,0.0007704095329128802,0.0038865080668454843,,,A2_group,1.005,1.03,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.980,0.6137394498878597,0.8694200483630101,0.1305799516369899,0.35805885141270916,,,0.001972093415133047,-0.0006086287658791933,0.0006086287658792211,0.004552815596145343,,,A2_group,1.005,1.03,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.985,0.6141550736715337,0.8695751592406078,0.13042484075939223,0.3587349881024596,,,0.002387717198807038,-0.0004535178882815183,0.00045351788828154604,0.0052289522858957604,,,A2_group,1.005,1.03,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.990,0.6145365762492816,0.8697244259700484,0.13027557402995157,0.35934872652851485,,,0.0027692197765549764,-0.000304251158840918,0.00030425115884089027,0.005842690711951037,,,A2_group,1.005,1.03,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_0.995,0.6147979686601323,0.8698674787830754,0.13013252121692462,0.35972845853718916,,,0.0030306121874056346,-0.00016119834581396209,0.00016119834581393433,0.006222422720625342,,,A2_group,1.005,1.03,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.000,0.615017819195408,0.8700031504634995,0.12999684953650045,0.3600324879273164,,,0.0032504627226813687,-2.5526665389796754e-05,2.5526665389769e-05,0.00652645211075259,,,A2_group,1.005,1.03,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.005,0.6152045806947684,0.8701306075418719,0.12986939245812812,0.3602785538476647,,,0.003437224222041735,0.00010193041298256489,-0.00010193041298256489,0.006772518031100905,,,A2_group,1.005,1.03,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.010,0.6155832909620207,0.8702513895226693,0.12974861047733072,0.3609151924013721,,,0.0038159344892940705,0.0002227123937800224,-0.00022271239377996688,0.007409156584808285,,,A2_group,1.005,1.03,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.015,0.6158391458872022,0.8703654726017076,0.1296345273982924,0.3613128191726969,,,0.004071789414475613,0.00033679547281828537,-0.00033679547281828537,0.007806783356133107,,,A2_group,1.005,1.03,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.020,0.6159076373767777,0.8704729421850785,0.12952705781492152,0.3613423325684768,,,0.004140280904051052,0.0004442650561892192,-0.0004442650561891637,0.007836296751912997,,,A2_group,1.005,1.03,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.025,0.6163144161869024,0.8705726544647653,0.12942734553523472,0.3620561779090396,,,0.004547059714175794,0.000543977335875967,-0.000543977335875967,0.008550142092475788,,,A2_group,1.005,1.03,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.005_1.030_1.030,0.6165015532010848,0.8706668106500607,0.1293331893499393,0.36233629575210885,,,0.004734196728358175,0.000638133521171369,-0.0006381335211713968,0.008830259935545037,,,A2_group,1.005,1.03,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.970,0.6065315845768685,0.8689229013850777,0.1310770986149224,0.3441402677686594,,,-0.00523577189585811,-0.0011057757438116544,0.00110577574381171,-0.0093657680479044,,,A2_group,1.01,0.97,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.975,0.6067151092906578,0.8690926934914011,0.13090730650859897,0.3443375250899145,,,-0.00505224718206887,-0.000935983637488258,0.0009359836374882857,-0.009168510726649315,,,A2_group,1.01,0.97,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.980,0.6071291534388246,0.8692544742584347,0.13074552574156528,0.34500383261921436,,,-0.004638203033902055,-0.0007742028704545989,0.0007742028704545989,-0.008502203197349456,,,A2_group,1.01,0.97,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.985,0.6075447772224986,0.8694095851360324,0.1305904148639676,0.3456799693089648,,,-0.004222579250228065,-0.0006190919928569238,0.0006190919928569238,-0.007826066507599039,,,A2_group,1.01,0.97,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.990,0.6079262798002466,0.8695588518654731,0.13044114813452692,0.34629370773502005,,,-0.003841076672480015,-0.00046982526341621256,0.0004698252634162403,-0.007212328081543762,,,A2_group,1.01,0.97,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_0.995,0.6081876722110972,0.8697019046785,0.13029809532150002,0.34667343974369436,,,-0.0035796842616294677,-0.00032677245038936764,0.0003267724503893399,-0.006832596072869457,,,A2_group,1.01,0.97,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.000,0.6084075227463729,0.8698375763589242,0.1301624236410758,0.3469774691338216,,,-0.0033598337263537337,-0.0001911007699650913,0.00019110076996511904,-0.0065285666827422095,,,A2_group,1.01,0.97,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.005,0.6085942842457333,0.8699650334372965,0.1300349665627035,0.3472235350541699,,,-0.0031730722269933676,-6.364369159284067e-05,6.364369159281291e-05,-0.006282500762393894,,,A2_group,1.01,0.97,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.010,0.6089729945129856,0.8700858154180939,0.1299141845819061,0.3478601736078773,,,-0.002794361959741032,5.713828920461683e-05,-5.713828920458908e-05,-0.005645862208686514,,,A2_group,1.01,0.97,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.015,0.6092288494381671,0.8701998984971322,0.12980010150286778,0.3482578003792021,,,-0.0025385070345594896,0.0001712213682428798,-0.00017122136824290757,-0.005248235437361692,,,A2_group,1.01,0.97,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.020,0.6092973409277426,0.8703073680805031,0.1296926319194969,0.348287313774982,,,-0.00247001554498405,0.00027869095161381363,-0.0002786909516137859,-0.0052187220415818025,,,A2_group,1.01,0.97,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.025,0.6097041197378673,0.8704070803601899,0.1295929196398101,0.3490011591155448,,,-0.0020632367348593084,0.0003784032313005614,-0.00037840323130058917,-0.004504876701019012,,,A2_group,1.01,0.97,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.970_1.030,0.6098912567520497,0.8705012365454854,0.12949876345451466,0.34928127695861405,,,-0.001876099720676927,0.0004725594165960745,-0.00047255941659601897,-0.004224758857949762,,,A2_group,1.01,0.97,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.970,0.6080305513751232,0.8690451029476821,0.13095489705231791,0.3470159998025643,,,-0.003736805097603435,-0.000983574181207203,0.0009835741812072307,-0.006490036013999501,,,A2_group,1.01,0.975,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.975,0.6082140760889124,0.8692148950540055,0.1307851049459945,0.3472132571238194,,,-0.0035532803838141946,-0.0008137820748838065,0.0008137820748838065,-0.006292778692744416,,,A2_group,1.01,0.975,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.980,0.6086281202370792,0.8693766758210392,0.13062332417896083,0.34787956465311937,,,-0.00313923623564738,-0.0006520013078501474,0.0006520013078501474,-0.005626471163444446,,,A2_group,1.01,0.975,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.985,0.6090437440207532,0.8695317866986368,0.13046821330136313,0.34855570134286973,,,-0.0027236124519733895,-0.0004968904302524724,0.0004968904302524446,-0.004950334473694085,,,A2_group,1.01,0.975,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.990,0.6094252465985013,0.8696810534280776,0.13031894657192247,0.34916943976892495,,,-0.00234210987422534,-0.0003476237008117611,0.00034762370081178884,-0.004336596047638863,,,A2_group,1.01,0.975,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_0.995,0.6096866390093519,0.8698241062411045,0.13017589375889552,0.3495491717775993,,,-0.0020807174633746817,-0.00020457088778480514,0.0002045708877848329,-0.003956864038964503,,,A2_group,1.01,0.975,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.000,0.6099064895446276,0.8699597779215287,0.13004022207847135,0.34985320116772645,,,-0.0018608669280990586,-6.889920736063981e-05,6.889920736066757e-05,-0.0036528346488373664,,,A2_group,1.01,0.975,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.005,0.6100932510439879,0.8700872349999009,0.12991276500009905,0.3500992670880749,,,-0.0016741054287386925,5.855787101161081e-05,-5.855787101163856e-05,-0.0034067687284889403,,,A2_group,1.01,0.975,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.010,0.6104719613112404,0.8702080169806984,0.12979198301930162,0.35073590564178225,,,-0.0012953951614862458,0.0001793398518090683,-0.0001793398518090683,-0.00277013017478156,,,A2_group,1.01,0.975,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.015,0.6107278162364219,0.8703221000597368,0.1296778999402633,0.35113353241310713,,,-0.0010395402363047035,0.0002934229308474423,-0.0002934229308473868,-0.0023725034034566828,,,A2_group,1.01,0.975,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.020,0.6107963077259972,0.8704295696431076,0.12957043035689242,0.351163045808887,,,-0.0009710487467293749,0.0004008925142182651,-0.0004008925142182651,-0.002342990007676793,,,A2_group,1.01,0.975,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.025,0.611203086536122,0.8705292819227943,0.12947071807720564,0.3518768911494497,,,-0.0005642699366046333,0.0005006047939050129,-0.0005006047939050406,-0.001629144667114113,,,A2_group,1.01,0.975,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.975_1.030,0.6113902235503044,0.8706234381080898,0.12937656189191019,0.352157008992519,,,-0.00037713292242225194,0.000594760979200526,-0.0005947609792004982,-0.0013490268240448078,,,A2_group,1.01,0.975,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.970,0.608844121327159,0.8691510545636292,0.13084894543637085,0.34853718809068884,,,-0.002923235145567582,-0.0008776225652601388,0.0008776225652601666,-0.00496884772587497,,,A2_group,1.01,0.98,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.975,0.6090276460409483,0.8693208466699526,0.13067915333004743,0.3487344454119439,,,-0.0027397104317783416,-0.0007078304589367423,0.0007078304589367423,-0.004771590404619885,,,A2_group,1.01,0.98,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.980,0.609441690189115,0.8694826274369862,0.13051737256301377,0.3494007529412438,,,-0.002325666283611638,-0.0005460496919030833,0.0005460496919030833,-0.0041052828753200266,,,A2_group,1.01,0.98,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.985,0.6098573139727891,0.8696377383145839,0.13036226168541606,0.35007688963099426,,,-0.0019100424999375365,-0.0003909388143054082,0.00039093881430538047,-0.0034291461855695538,,,A2_group,1.01,0.98,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.990,0.610238816550537,0.8697870050440246,0.1302129949559754,0.3506906280570495,,,-0.0015285399221895979,-0.00024167208486469693,0.0002416720848647247,-0.0028154077595143323,,,A2_group,1.01,0.98,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_0.995,0.6105002089613877,0.8699300578570516,0.13006994214294845,0.35107036006572384,,,-0.0012671475113389397,-9.8619271837741e-05,9.861927183776875e-05,-0.002435675750839972,,,A2_group,1.01,0.98,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.000,0.6107200594966633,0.8700657295374757,0.1299342704625243,0.351374389455851,,,-0.0010472969760633166,3.7052408586424335e-05,-3.705240858639658e-05,-0.0021316463607128355,,,A2_group,1.01,0.98,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.005,0.6109068209960237,0.870193186615848,0.12980681338415198,0.3516204553761993,,,-0.0008605354767029505,0.00016450948695867496,-0.0001645094869587027,-0.0018855804403645204,,,A2_group,1.01,0.98,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.010,0.6112855312632761,0.8703139685966454,0.12968603140335455,0.35225709392990673,,,-0.0004818252094505038,0.00028529146775613246,-0.00028529146775613246,-0.0012489418866570845,,,A2_group,1.01,0.98,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.015,0.6115413861884577,0.8704280516756837,0.12957194832431623,0.3526547207012316,,,-0.00022597028426896149,0.00039937454679439544,-0.00039937454679445095,-0.0008513151153322074,,,A2_group,1.01,0.98,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.020,0.6116098776780331,0.8705355212590546,0.12946447874094535,0.3526842340970115,,,-0.00015747879469352188,0.0005068441301653293,-0.0005068441301653293,-0.0008218017195523175,,,A2_group,1.01,0.98,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.025,0.6120166564881577,0.8706352335387414,0.12936476646125858,0.3533980794375742,,,0.0002493000154311087,0.000606556409852077,-0.0006065564098521048,-0.00010795637898963761,,,A2_group,1.01,0.98,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.980_1.030,0.6122037935023402,0.8707293897240369,0.12927061027596312,0.35367819728064354,,,0.0004364370296136011,0.0007007125951475901,-0.0007007125951475623,0.0001721614640797231,,,A2_group,1.01,0.98,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.970,0.6095978053654741,0.8692389949985946,0.13076100500140544,0.3499566157323537,,,-0.0021695511072524765,-0.0007896821302947332,0.000789682130294761,-0.0035494200842101087,,,A2_group,1.01,0.985,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.975,0.6097813300792634,0.869408787104918,0.130591212895082,0.35015387305360884,,,-0.001986026393463236,-0.0006198900239713367,0.000619890023971309,-0.003352162762954969,,,A2_group,1.01,0.985,0.975,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.980,0.6101953742274302,0.8695705678719516,0.13042943212804833,0.35082018058290876,,,-0.0015719822452964216,-0.0004581092569376777,0.0004581092569376499,-0.0026858552336550545,,,A2_group,1.01,0.985,0.98,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.985,0.6106109980111042,0.8697256787495493,0.13027432125045066,0.3514963172726591,,,-0.001156358461622431,-0.0003029983793400026,0.00030299837933997487,-0.0020097185439046927,,,A2_group,1.01,0.985,0.985,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.990,0.6109925005888522,0.86987494547899,0.13012505452100998,0.3521100556987144,,,-0.0007748558838743813,-0.00015373164989929133,0.00015373164989929133,-0.0013959801178494158,,,A2_group,1.01,0.985,0.99,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_0.995,0.6112538929997029,0.870017998292017,0.12998200170798305,0.3524897877073887,,,-0.0005134634730237231,-1.0678836872335395e-05,1.0678836872363151e-05,-0.0010162481091751108,,,A2_group,1.01,0.985,0.995,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.000,0.6114737435349785,0.8701536699724411,0.12984633002755885,0.35279381709751584,,,-0.00029361293774810004,0.00012499284355182994,-0.00012499284355182994,-0.0007122187190479745,,,A2_group,1.01,0.985,1.0,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.005,0.6116605050343389,0.8702811270508135,0.12971887294918652,0.35303988301786426,,,-0.00010685143838773392,0.0002524499219241916,-0.0002524499219241638,-0.0004661527986995484,,,A2_group,1.01,0.985,1.005,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.010,0.6120392153015912,0.8704019090316109,0.12959809096838915,0.35367652157157164,,,0.0002718588288646018,0.00037323190272153806,-0.00037323190272153806,0.00017048575500783203,,,A2_group,1.01,0.985,1.01,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.015,0.6122950702267729,0.8705159921106492,0.1294840078893508,0.3540741483428966,,,0.0005277137540462551,0.00048731498175991206,-0.0004873149817598843,0.0005681125263327647,,,A2_group,1.01,0.985,1.015,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.020,0.6123635617163482,0.87062346169402,0.12937653830597995,0.3541036617386764,,,0.0005962052436215837,0.0005947845651307349,-0.0005947845651307349,0.000597625922112599,,,A2_group,1.01,0.985,1.02,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.025,0.6127703405264731,0.8707231739737069,0.12927682602629312,0.35481750707923915,,,0.0010029840537464363,0.0006944968448175937,-0.0006944968448175659,0.0013114712626753344,,,A2_group,1.01,0.985,1.025,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.985_1.030,0.6129574775406553,0.8708173301590023,0.12918266984099772,0.3550976249223084,,,0.0011901210679287066,0.0007886530301129957,-0.0007886530301129679,0.0015915891057445841,,,A2_group,1.01,0.985,1.03,Screened,fast metric pass; detailed slices computed for top candidates only
A2_group_1.010_0.990_0.970,0.6106169713830947,0.8693106246514267,0.13068937534857325,0.3519233181147626,,,-0.0011503850896319445,-0.000718052477462594,0.0007180524774625663,-0.0015827177018012395,,,A2_group,1.01,0.99,0.97,Screened,fast metric pass; detailed slices computed for top candidates only
