feature,source,stat,train_valid_ks,train_test_ks,valid_test_ks,train_valid_psi,train_test_psi,valid_test_psi,valid_mean_delta,test_mean_delta_vs_train
ldaps_heightAboveGround_5_XBLWS_max,ldaps,max,0.043138390418895695,0.03536120009602406,0.05710755016281982,0.018817405428289215,0.006745734564867047,0.02757922370362853,-0.004777087056177888,0.0014816613144978813
ldaps_heightAboveGround_5_XBLWS_mean,ldaps,mean,0.04279830298221102,0.03507619320438227,0.05686426669960698,0.018431280971054634,0.00667235435014999,0.028233791721805596,-0.004892984840149352,0.0014948706897275274
gfs_heightAboveGround_2_2t_min,gfs,min,0.04273653683936805,0.03123269273428131,0.03492941218306603,0.04709239162680408,0.026019130598412595,0.022396790297428238,0.8207036085215691,0.2387138800505113
gfs_surface_0_dlwrf_std,gfs,std,0.042394915808815936,0.024230949137791613,0.050743435167699524,0.022821453227172647,0.007621576124661297,0.022273670662685173,0.4582111270313973,-0.029601462173387105
gfs_heightAboveGround_10_10v_std,gfs,std,0.04237383539141637,0.011805726545317308,0.049856408427990107,0.008915468596981384,0.001935977693312961,0.014989916994844364,0.03667283281556144,-0.013821122022376064
ldaps_etc_0_blh_std,ldaps,std,0.042225791596966156,0.045229755250261294,0.021726605789337494,0.009589857217303703,0.012864937835703626,0.0032743998583924685,5.140298878590507,5.707009968948547
ldaps_heightAboveGround_2_t_mean,ldaps,mean,0.04215616903469155,0.04112506252142567,0.04325888773667667,0.07370010963049771,0.029363438985442837,0.031461773658954965,0.6901079873640015,0.22218212485927324
ldaps_heightAboveGround_2_r_std,ldaps,std,0.041520182459200305,0.03312095785972158,0.02446391974280293,0.014549540508573003,0.00793843586350562,0.005746429835342634,-0.2394434427324752,-0.16814768346906517
ldaps_heightAboveGround_2_q_std,ldaps,std,0.04103697692362321,0.02616824162240272,0.05126255110601974,0.014020285962975153,0.0032710500214950694,0.017930824610845438,4.075068657007059e-06,1.1053539022208938e-07
ldaps_surface_0_lssrate_max,ldaps,max,0.04073921277871517,0.018840380115804245,0.022582808918269026,0.0,0.0,0.0,1.0807517108560956e-05,4.6689583040818675e-06
ldaps_surface_0_lssrate_mean,ldaps,mean,0.04073921277871517,0.01872623138223306,0.022582808918269026,0.0,0.0,0.0,7.196444987728798e-06,4.0024695389858824e-06
ldaps_surface_0_lssrate_std,ldaps,std,0.04056797012787894,0.01901158366568123,0.02269795199982705,0.0,0.0,0.0,2.061257148664981e-06,4.507094730274332e-07
ldaps_heightAboveGround_2_t_min,ldaps,min,0.040305218710760135,0.03793359719153189,0.03861707391337443,0.07584940945431591,0.026501319565350852,0.030710935200019274,0.7033941186206221,0.25676099271595376
ldaps_surface_0_snol_std,ldaps,std,0.040183369479361075,0.01878318844614102,0.021685709270984566,0.0,0.0,0.0,0.0074259916159392795,0.0015392277283255498
gfs_surface_0_gust_std,gfs,std,0.04011046528614104,0.047703241914617334,0.032059335378380516,0.007984384357483009,0.014791355972910642,0.017893879744975357,0.05151365239263739,0.09247530280147709
ldaps_surface_0_snol_max,ldaps,max,0.03995090654112621,0.0186690266789169,0.02179630329750859,0.0,0.0,0.0,0.03887245936633797,0.016816748714165924
ldaps_surface_0_sp_mean,ldaps,mean,0.039932373449133696,0.035724151844955074,0.06215571357366399,0.031845878036833794,0.023264331479979368,0.06418843903450326,34.32989855481719,-47.66132732501137
gfs_isobaricInhPa_700_u_min,gfs,min,0.039870340876847654,0.03615513855584551,0.07149895366535297,0.010012269076545432,0.007882368370384273,0.030112914072153704,-0.4845960065295216,0.6217684934487613
ldaps_surface_0_snol_mean,ldaps,mean,0.039779663890289974,0.0186690266789169,0.021682135013457837,0.0,0.0,0.0,0.02588867117533449,0.014431249089889148
gfs_meanSea_0_prmsl_std,gfs,std,0.038115071214380625,0.05814545284420741,0.0816865494164628,0.006366051859675484,0.01766755589985903,0.036416117168028596,-2.680185650010756,3.6152889070764473
gfs_isobaricInhPa_700_t_std,gfs,std,0.03778473119634562,0.05260531613643604,0.08598887670262034,0.006897505789582723,0.016465829652602224,0.03784734774281441,-0.027294750227977616,0.027123745454652515
ldaps_surface_0_lssrate_min,ldaps,min,0.03757834585213804,0.017469878462032407,0.021484991965589062,0.0,0.0,0.0,4.0654804392388186e-06,3.2361001719765236e-06
ldaps_surface_0_sp_max,ldaps,max,0.037475900482130675,0.0346511146770076,0.06058739008837863,0.03293625306196485,0.020597865778896565,0.05972816671260257,34.55131591907411,-49.04130338433606
ldaps_heightAboveGround_2_SWDIF_std,ldaps,std,0.03674169891632617,0.022395693482914703,0.018506946588998985,0.012710633913434756,0.002736656283453115,0.002104770076730087,0.5982918123941738,0.29947326802631746
gfs_surface_0_sp_std,gfs,std,0.0363866069532002,0.06793685437514414,0.04413099375692886,0.0191568968920324,0.05744939052807521,0.025449378527765125,-3.109543439782101,-7.733610879154639
ldaps_surface_0_NDNSW_min,ldaps,min,0.0360476112274043,0.008671550059318966,0.04122663007458782,0.010842670035569327,0.0027488020208135833,0.011173688493694458,-15.152730204182689,-0.612356867120468
gfs_isobaricInhPa_700_v_min,gfs,min,0.03585546361270425,0.028415866150013458,0.019019794056220285,0.021962390370357226,0.01776207980442426,0.0015744022425064007,-0.1026093034347535,-0.25256810740778946
gfs_isobaricInhPa_700_v_std,gfs,std,0.03572744751443946,0.029084270980308857,0.05558520239707648,0.00928413485397489,0.00627894149510126,0.02791283637549443,-0.028934252154360407,0.049333991507395814
ldaps_etc_0_blh_max,ldaps,max,0.0350089977771727,0.054651028103899546,0.037414989336482046,0.011742025793865407,0.015817383040825642,0.015889218558176064,3.687596466780917,26.312215025513808
gfs_isobaricInhPa_700_v_mean,gfs,mean,0.0349222587477494,0.02755886435982169,0.017966258904970223,0.019476339207321853,0.01364122732321779,0.0036274723685140215,-0.12964338413599164,-0.1764309298623412
gfs_heightAboveGround_100_100v_std,gfs,std,0.03491084127137123,0.01933085603123924,0.027796259938515533,0.006418316704815978,0.0017050196877540387,0.007142588008798696,0.04561681852445676,0.005967115856483796
gfs_heightAboveGround_80_v_std,gfs,std,0.03485439721911088,0.016873777822132785,0.02738602615555885,0.006323815508553078,0.0023219994735180606,0.007072439658173586,0.04419371820296725,0.0035895348414547446
ldaps_surface_0_NDNSW_mean,ldaps,mean,0.03453533821359289,0.005890526920029671,0.0375667463349173,0.008269808243384132,0.0013141862563789877,0.01045118983961176,-15.379407247700016,-0.25603999553155177
gfs_heightAboveGround_2_2r_std,gfs,std,0.03410849875092681,0.07316228701275784,0.04415818410873146,0.016831237817940128,0.032889426659352676,0.015457743647138207,-0.012496393875201406,0.34097090571775723
ldaps_etc_0_hcc_max,ldaps,max,0.03386884221772857,0.031556764930881886,0.0188166573886156,0.006316868512367066,0.0035998619427697305,0.0019338978122740071,-0.010120665730010525,-0.01943206183827234
ldaps_heightAboveGround_2_dpt_std,ldaps,std,0.03336909856184245,0.046298038780874795,0.04191424150950618,0.01467765204443153,0.019729851015695757,0.00859538536164708,-0.027753949006337708,-0.03592967160148752
ldaps_surface_0_snol_min,ldaps,min,0.033330394811524444,0.015928010337720178,0.017745057854621993,0.0,0.0,0.0,0.014767423190003938,0.012078137814880801
gfs_surface_0_prate_min,gfs,min,0.033275412872061594,0.007760601979078019,0.027668301519062077,0.0042442936904991445,5.576632064141585e-05,0.005025500995541617,-1.581962981435394e-07,-1.8559159062447868e-06
gfs_heightAboveGround_10_10u_std,gfs,std,0.03320807120575098,0.01396260062330451,0.043807698914319904,0.005416571117980969,0.0020960798930504078,0.00841841086200928,-0.040427425816649265,-0.0016466606723359867
ldaps_heightAboveGround_10_10u_std,ldaps,std,0.03307416116834272,0.02268552282619174,0.025042469977796356,0.010084181929288427,0.004629515992090693,0.009407078985877983,-0.02716374090691631,-0.014669303198927675
ldaps_etc_0_hcc_min,ldaps,min,0.03301804203003744,0.032491141706592175,0.02587723349318205,0.005167227956550524,0.005998346047293528,0.006266573067963673,-0.007714303571471293,-0.021556491649765003
ldaps_etc_0_hcc_std,ldaps,std,0.03278129022759679,0.01838568350942138,0.03274163914455541,0.0039943560403492865,0.006337118808555985,0.0063660256620390356,-0.0006735491978927845,0.0006751581865978573
gfs_isobaricInhPa_700_v_max,gfs,max,0.03275553754752447,0.024532430566911567,0.015888250565486595,0.017066672298181942,0.011226410471040971,0.0027846764982449963,-0.19422465214607648,-0.10614150734804048
ldaps_etc_0_hcc_mean,ldaps,mean,0.032515055732880604,0.03075945789692891,0.022407689632131467,0.006235854137198282,0.003873957889663211,0.004119105298624725,-0.008848410983163024,-0.020392030457458132
ldaps_heightAboveGround_2_SWDIR_min,ldaps,min,0.031168651293089877,0.0041220166025149885,0.030815428772612008,0.004147538638772191,7.527469344873321e-05,0.005026293598183495,-11.501362611620166,0.6795414541330018
ldaps_surface_0_NDNSW_max,ldaps,max,0.031108724163232182,0.005136934133280757,0.033117757514466994,0.007247326114559622,0.0005287378426587417,0.0071316497764192435,-14.573334094136158,-0.5476797197502492
ldaps_etc_0_mcc_min,ldaps,min,0.030863888501591386,0.04223646396207925,0.015198321463252618,0.0036757548236622467,0.012651926822924759,0.002303161131488738,-0.008746697802091918,-0.008821772172734194
ldaps_surface_0_SNOM_min,ldaps,min,0.030725052768625694,0.01462844973300681,0.019784195859243223,0.001446685404808063,0.002344709457749471,0.007428182365351269,0.0073155463874472505,0.005534500516374118
ldaps_etc_0_mcc_mean,ldaps,mean,0.030488905306141123,0.04226173835515423,0.015755524600981397,0.005072282986229554,0.009484098274300483,0.0030066542970931987,-0.008713932430823607,-0.012483158295499064
ldaps_etc_0_mcc_max,ldaps,max,0.03033071769801632,0.04226173835515423,0.017907158744542406,0.0076664862351341,0.010365609190794376,0.004354340813971305,-0.007586838369924437,-0.01450699901745553
ldaps_heightAboveGround_2_SWDIR_mean,ldaps,mean,0.030003555338460997,0.005947119041651683,0.03294291783356418,0.005247671021855204,0.00013185282438963925,0.005651976782278554,-12.645826494796609,1.6950418453348277
ldaps_heightAboveGround_5_XBLWS_std,ldaps,std,0.029440219523305,0.013913561503635485,0.020813200515483354,0.005938801893104306,0.0012408661670224152,0.0026495174790460677,6.497730585267145e-05,-2.2426656060694572e-05
gfs_surface_0_tp_min,gfs,min,0.029007083228191233,0.011870086724168005,0.028142196077893145,0.00185350560679313,0.000970824962744267,0.0040658933351239756,0.0011153715291001842,-0.04055941276380823
gfs_isobaricInhPa_850_r_std,gfs,std,0.028563952579822027,0.038904079358107746,0.021410192503531655,0.005490980339310803,0.006582007127420984,0.004764984109072906,0.19759006709851867,0.22183002459487167
ldaps_heightAboveGround_5_YBLWS_min,ldaps,min,0.02819177664094283,0.03685977528902462,0.04014752476112393,0.009438674341804907,0.015776292658330467,0.011917366463726927,-0.009865193938395758,-0.002742402685609664
gfs_highCloudLayer_0_hcc_std,gfs,std,0.028035324073337586,0.013777705220879288,0.02422253530118701,0.0030498935344372164,0.0016320638657709061,0.002084907607000903,-0.7420780304528716,-0.191899915161871
gfs_meanSea_0_prmsl_max,gfs,max,0.02796067834131899,0.051403711075948155,0.04722624878579229,0.018217402803343392,0.02816750676922631,0.041202685243145534,-6.7482326359750004,-59.18037641873525
ldaps_surface_0_sp_std,ldaps,std,0.027447684694348495,0.047545690196411694,0.03532742783298842,0.008257551073972236,0.02653070213381975,0.025357203831151667,-0.4237581055153328,-0.7286962709947034
ldaps_etc_0_blh_mean,ldaps,mean,0.02727495393759849,0.05538596077805341,0.048279774431022465,0.014816329909482492,0.014287011426552844,0.017390207019878163,-4.718098591643184,15.949535748928156
gfs_planetaryBoundaryLayer_0_VRATE_max,gfs,max,0.026974454017189342,0.035358137187553096,0.028866093704086992,0.004999185364326449,0.016609020834223238,0.007763232825193346,53.47847641256067,621.3669875994246
gfs_highCloudLayer_0_hcc_max,gfs,max,0.026970951444754532,0.02558936207834267,0.011156102565126336,0.0031659544204540487,0.0025161196223526996,0.0004222328887848023,-2.259471261282691,-1.68867544855528
gfs_highCloudLayer_0_hcc_mean,gfs,mean,0.02655693308675222,0.026281462089915886,0.020105458533309806,0.0032797794891734136,0.007667088376730106,0.005004237654657396,-1.112867459560114,-1.210060620541391
gfs_isobaricInhPa_500_u_std,gfs,std,0.02616530130024841,0.062255413317634234,0.08554443402580869,0.004337188752274275,0.020098977744775696,0.03680152645083226,-0.039345348868034646,0.09334316056822467
gfs_meanSea_0_prmsl_mean,gfs,mean,0.02609006422483162,0.05334517796967764,0.054488503212204775,0.017241620315100226,0.0246785251546687,0.04596974834157302,-1.8908853746688692,-63.70264836215938
gfs_surface_0_sp_min,gfs,min,0.02487877200408284,0.03948528253255035,0.05401631129968633,0.014301329460571138,0.01860731934910694,0.03857607994740301,22.00200406082149,-53.47887455392629
ldaps_meanSea_0_prmsl_min,ldaps,min,0.024240212110068105,0.059699739688745146,0.05802682480127075,0.008476975020649428,0.02421277436744519,0.03441010224717819,-0.9476723600673722,-56.21660332486499
gfs_surface_0_dswrf_std,gfs,std,0.02421850785787516,0.020050502668572112,0.014720053232782138,0.004096265927481289,0.005051282218469619,0.004080284318416136,1.2280710172435967,-0.23790079657058172
ldaps_meanSea_0_prmsl_mean,ldaps,mean,0.02380203315037288,0.059531371943079336,0.058902726914918935,0.0069336502734531555,0.026029442178518943,0.03464488977586309,-0.9086217276926618,-55.7784149582003
ldaps_heightAboveGround_2_SWDIR_max,ldaps,max,0.023575087251093696,0.006453887023422089,0.028112224303869837,0.0038308129546729755,0.0006220291678009482,0.003998615215751802,-12.1608844618344,2.254805974111065
gfs_surface_0_sp_max,gfs,max,0.023508986756091255,0.05653867712761562,0.06884815431060137,0.017782131161374247,0.021227968000668528,0.05263912980268086,6.214679229728063,-73.60036107317137
ldaps_heightAboveGround_2_SWDIF_min,ldaps,min,0.0233972358504132,0.007603096798575737,0.016874628667136182,0.006436290943520996,0.001086109939886867,0.006295962395937193,2.068858361603624,0.4925977718025649
gfs_planetaryBoundaryLayer_0_VRATE_std,gfs,std,0.023258380622610098,0.04066570138997583,0.030359262531112874,0.005035136067727281,0.01605290778628101,0.006433378131378519,73.14092981607769,161.34900162803478
gfs_surface_0_gust_max,gfs,max,0.02324012045833973,0.05317460655197437,0.034457896130152654,0.004909202045191324,0.016837010570844364,0.016703802251849517,0.08853147746939882,0.4049106818261077
ldaps_etc_0_mcc_std,ldaps,std,0.023008209873828345,0.045077320085631256,0.025115590787186504,0.0017864815770424732,0.00700268635237795,0.0035192117098594997,0.00043733182835801673,-0.001619059994720621
ldaps_heightAboveGround_2_SWDIF_max,ldaps,max,0.022938697782298623,0.01748216919687562,0.013906344262919035,0.003386958342561151,0.002143121555698761,0.002898942653844466,4.068385734811599,1.37799891910538
gfs_meanSea_0_prmsl_min,gfs,min,0.022679520418684596,0.052886986412892356,0.06043901812364322,0.017469633138807006,0.016675667580757492,0.042185778514543415,0.17826144883292727,-69.70322106372623
ldaps_etc_0_blh_min,ldaps,min,0.022491603183678488,0.04832407892014967,0.05248729780713468,0.009296995291084124,0.010653691924438933,0.013780661462833946,-12.803553415417355,8.17017168806737
ldaps_heightAboveGround_2_SWDIF_mean,ldaps,mean,0.022324012565696272,0.015080959741645916,0.01549214484773509,0.007098987349691323,0.0028397381428723833,0.003202356102314884,3.0528619646947064,0.8725069481623606
ldaps_meanSea_0_prmsl_max,ldaps,max,0.022151463760760937,0.058906995996332756,0.05896705959005166,0.007034511793053502,0.02640957945419909,0.03663243534764947,-1.097661567167961,-55.38097278265923
gfs_isobaricInhPa_850_u_std,gfs,std,0.02194986764824991,0.05740557146048619,0.07426147781173714,0.00277372348819016,0.01571116251014773,0.026583385062421812,-0.027801104899662032,0.08188476459427041
gfs_isobaricInhPa_850_v_std,gfs,std,0.02067136372677239,0.03777001468781915,0.048534453035139896,0.004412738786104738,0.011298034519704219,0.02207758144392852,-0.007182325932769684,0.05373233851715087
gfs_surface_0_sp_mean,gfs,mean,0.020622932052641985,0.045183230711671074,0.056210008607331996,0.01269474937237764,0.01570915043775239,0.03052356800572509,14.017500114845461,-57.70248271826131
gfs_heightAboveGround_80_u_std,gfs,std,0.019660601900762242,0.030690414564726765,0.03819268331028136,0.007120929115894821,0.006940192239717301,0.010991995302205031,-0.03637588973482764,0.024728750628253637
gfs_surface_0_dswrf_min,gfs,min,0.01932737014852781,0.008598607219923005,0.019281390715269464,0.002534871463475217,0.0013295817135291054,0.003727485549190083,-7.276743949583249,-0.35232513764114515
gfs_atmosphere_0_tcc_mean,gfs,mean,0.019315107895866657,0.021259908370421243,0.02309084738445455,0.0017010793231726513,0.00912717282138313,0.005489826813204766,1.1820594192185965,1.0160894982405537
gfs_heightAboveGround_100_100u_std,gfs,std,0.019099410517709026,0.03308648876064757,0.03744236217299057,0.009243402828901232,0.005894513438894299,0.014723992508219567,-0.03558739636476127,0.02837869773317303
gfs_planetaryBoundaryLayer_0_u_std,gfs,std,0.019007258421795625,0.05015158757616811,0.05919676217498687,0.0032603362486197398,0.015917550062076895,0.022764549252493438,-0.01578681045793684,0.09877316806083991
gfs_isobaricInhPa_850_t_std,gfs,std,0.018948533473571394,0.0462021821580616,0.04958499880736772,0.004788088029011718,0.010450870492242168,0.010884633345803352,-0.0077953309167553275,0.023571317526081104
gfs_atmosphere_0_tcc_min,gfs,min,0.01879727952924598,0.021339061745504262,0.022756465844863016,0.0020515741768312975,0.006065914031410241,0.007751358016097208,1.2425740954577478,0.26422578559546395
gfs_planetaryBoundaryLayer_0_VRATE_mean,gfs,mean,0.017736584926633436,0.03450378122893416,0.0375717113035543,0.01062230465906844,0.013936037813052271,0.007547036941104868,-84.2797620922579,476.25760105095014
gfs_isobaricInhPa_850_v_max,gfs,max,0.017293519261055268,0.04694253927011982,0.06315167162955582,0.0023310030384979473,0.018259705941713274,0.02692025304930683,-0.06562234370849618,0.08082343760289556
ldaps_surface_0_NDNSW_std,ldaps,std,0.016603720436339175,0.009711133778516512,0.011901809660882723,0.004415008804998025,0.0004566212306818562,0.0024981910603540324,0.11367056077367899,-0.017831493930737352
gfs_surface_0_dswrf_mean,gfs,mean,0.016094222863524354,0.006269747572874684,0.012661696811044787,0.0017578030504661999,0.000701696349411451,0.001998492151191961,-5.142654483520602,-0.519797977358877
ldaps_heightAboveGround_2_SWDIR_std,ldaps,std,0.014930998413276164,0.009195489879006646,0.01948674805679973,0.00276295887728901,0.001078514936125454,0.002339832398629085,-0.22348880680104344,0.5524214282771283
gfs_surface_0_gust_min,gfs,min,0.014683823371159477,0.04034013376998591,0.04522162320265535,0.004345576090794794,0.010396798441404967,0.020035344060761292,-0.08738212358977737,0.14334211755770232
gfs_atmosphere_0_tcc_std,gfs,std,0.014110571182097242,0.026471883761241988,0.02139761111703789,0.001476183540377734,0.0031123214444462176,0.0040763370485554,-0.2381609611979858,0.2768124900853923
gfs_surface_0_dswrf_max,gfs,max,0.014056739438035093,0.009408133928814011,0.01130434977003092,0.002264309381654395,0.0008907027249541657,0.0016597056459288523,-3.5485469914465284,-0.5477211032345508
gfs_heightAboveGround_2_2sh_std,gfs,std,0.014041760904710154,0.03649619015568056,0.03780935393852508,0.0060992042359726975,0.00667037680053382,0.014060987404629754,-2.9658209453830263e-06,-8.453192433617823e-06
gfs_planetaryBoundaryLayer_0_VRATE_min,gfs,min,0.013654931346461119,0.02359915583896477,0.02068729566944516,0.003410849576102817,0.010224296342637839,0.007663198897345683,-164.95092857312352,112.52706318619857
gfs_atmosphere_0_tcc_max,gfs,max,0.012849021270791017,0.022292108525155452,0.012794425239633811,0.002322579041191227,0.0011015219696763946,0.0014801906373855492,0.7403508216840038,0.970036786377932
ldaps_surface_0_avg_lsprate_min,ldaps,min,0.012479399155598037,0.004851190840240549,0.010477071618866796,0.0,0.0,0.0,-4.317623678459351e-06,-1.087181018821026e-05
gfs_isobaricInhPa_850_v_mean,gfs,mean,0.01226350033078838,0.04460020934262554,0.054505542672631746,0.0020014132424844766,0.019425067655152256,0.022901010333673002,-0.04448057939841271,0.0036729528829032576
gfs_surface_0_gust_mean,gfs,mean,0.012084459745032583,0.05609566325982834,0.06209645982659312,0.004058087258422786,0.01994228679467304,0.025451662153406343,-0.0200838754637509,0.3557708948442846
gfs_isobaricInhPa_850_v_min,gfs,min,0.011666191512498869,0.024162157516897764,0.02993835796477673,0.0029567439224781286,0.009074234216826746,0.007438532644859035,-0.03298961682846713,-0.06755732240965084
ldaps_meanSea_0_prmsl_std,ldaps,std,0.011223288303898182,0.02614438762055671,0.03275698121340276,0.0025117503413327213,0.005197306926016509,0.0090743144655564,-0.030715890876544805,0.2725297199813461
ldaps_surface_0_avg_lsprate_mean,ldaps,mean,0.010352609880441066,0.011408669338248356,0.019206734223513267,0.00043236297189798873,4.196950250830328e-05,0.0004758551386859722,-5.058346059247974e-06,-1.5852584930692563e-05
ldaps_surface_0_ncpcp_min,ldaps,min,0.009935277400097808,0.004851190840240549,0.00821872574053939,0.0,0.0,0.0,-0.015518030443929742,-0.039125319751944984
ldaps_surface_0_ncpcp_mean,ldaps,mean,0.00967751016304863,0.0076990244851574685,0.01606396106549579,0.0004713386187074519,6.733427453287342e-05,0.0005467992293029144,-0.018026918897617483,-0.056890560003154456
ldaps_surface_0_avg_lsprate_std,ldaps,std,0.009216723690365525,0.011408669338248356,0.019206734223513267,0.00023206052806449347,7.718090230004496e-05,0.0003491356781363523,6.494844646384433e-07,-3.2237344166600628e-06
ldaps_surface_0_avg_lsprate_max,ldaps,max,0.009084730645291583,0.011408669338248356,0.019206734223513267,0.0003109246845306827,8.047652342044167e-05,0.0006426572022261695,-1.0812600602276237e-06,-2.049956052105189e-05
ldaps_surface_0_ncpcp_std,ldaps,std,0.008935777091767516,0.0076990244851574685,0.015607287929293001,0.0001889031607747412,9.883196782378684e-05,0.0004931147714784135,0.0024012160220715714,-0.011542748701594018
ldaps_surface_0_ncpcp_max,ldaps,max,0.008587560307929065,0.007984474521003593,0.015824251859809624,0.00033137373283579285,0.00012319703811438916,0.0006627912201672408,-0.003452847353169808,-0.07342393657533075
gfs_highCloudLayer_0_hcc_min,gfs,min,0.007227645945889982,0.0196292941023678,0.01949290877704557,0.0007548633860070268,0.0049249471062420315,0.004758539365903578,-0.2881014014344636,-1.1394465804031277
doy_cos,time,time,0.0027740373683280417,5.67745927648744e-05,0.002830811961092916,2.8890230141141196e-08,2.8909811120875008e-08,7.326788681662163e-05,0.002796954885992649,-5.723539231597234e-05
dayofyear,time,time,0.002732240437158473,5.693099660179432e-05,0.002732240437158473,2.978349619615939e-08,2.9804149291464624e-08,6.697564617114365e-05,0.48961127918261127,0.010389906879822774
month,time,time,0.0023384447237144723,5.223888149726019e-05,0.0023863042977808058,8.824835844314729e-05,3.514220213073921e-08,8.804397456663027e-05,-0.012681625601181246,0.0003154665388622746
month_sin,time,time,0.0020521045534638294,3.347042107904041e-05,0.002038184611987015,8.822919513272465e-05,1.5932211464860715e-08,8.79672804748198e-05,0.002409739687471453,-2.8850893247813793e-05
month_cos,time,time,0.0016353829113558982,4.7390362555854715e-05,0.0016688533324349386,3.820310101842445e-05,1.5932211464859127e-08,3.793976886848896e-05,0.0014221718594004968,-4.9574588711799074e-05
doy_sin,time,time,0.0013908396722746574,2.8621902137704325e-05,0.0014193051705755355,6.719571859325589e-05,2.8909811120875004e-08,6.69756461711437e-05,9.79869270798999e-07,-9.7998114079224e-07
hour_cos,time,time,5.4702513461624136e-05,5.4708758753574394e-05,0.00010941127221519853,2.2811497615347732e-08,2.2824526503490312e-08,9.127204704766389e-08,5.7080883612079e-05,-5.708740043861243e-05
hour,time,time,5.4702513461568625e-05,5.470875875367154e-05,0.00010941127221524016,3.585073337308921e-08,3.5879409748889855e-08,1.434602834376639e-07,-0.0006564301615394896,0.0006565051050433368
hour_sin,time,time,2.8540441806002015e-05,2.8543700219318957e-05,5.708414202532097e-05,2.2811497615347735e-08,2.2824526503490316e-08,9.127204704766388e-08,-7.710899365460741e-21,-5.157780091492272e-20
ldaps_latitude_mean,ldaps,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_latitude_min,ldaps,min,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0
ldaps_latitude_max,ldaps,max,0.0,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,0.0
ldaps_latitude_std,ldaps,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_longitude_mean,ldaps,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_longitude_min,ldaps,min,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,0.0
ldaps_longitude_max,ldaps,max,0.0,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,0.0
ldaps_longitude_std,ldaps,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.469446951953614e-18
ldaps_surface_0_lsm_mean,ldaps,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_lsm_min,ldaps,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_lsm_max,ldaps,max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_lsm_std,ldaps,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_h_mean,ldaps,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_h_min,ldaps,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_h_max,ldaps,max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ldaps_surface_0_h_std,ldaps,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_latitude_mean,gfs,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_latitude_min,gfs,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_latitude_max,gfs,max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_latitude_std,gfs,std,0.0,0.0,0.0,0.0,0.0,0.0,2.7755575615628914e-17,0.0
gfs_longitude_mean,gfs,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_longitude_min,gfs,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_longitude_max,gfs,max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gfs_longitude_std,gfs,std,0.0,0.0,0.0,0.0,0.0,0.0,-2.7755575615628914e-17,0.0
