slice_type,target,year,ratio_bin,count,row_count,actual_sum,eligible_count,mean_actual_ratio,month,count_share_hint
target+month+ratio_bin,kpx_group_2,,10-30%,438,438,1787617.39,438,0.1889499186115339,6.0,438
target+month+ratio_bin,kpx_group_2,,30-60%,421,421,3941210.535,421,0.4334048710081816,6.0,421
target+month+ratio_bin,kpx_group_2,,5-10%,184,184,291461.562,0,0.07333473278985507,6.0,184
target+month+ratio_bin,kpx_group_2,,60-80%,180,180,2688267.16,180,0.6914267386831275,6.0,180
target+month+ratio_bin,kpx_group_2,,80-90%,123,123,2268141.349,123,0.8537117393104487,6.0,123
target+month+ratio_bin,kpx_group_2,,90-100%,15,15,295410.001,15,0.9117592623456791,6.0,15
target+month+ratio_bin,kpx_group_2,,<1%,463,463,18151.243,0,0.0018149791016718662,6.0,463
target+month+ratio_bin,kpx_group_2,,1-5%,321,321,192157.518,0,0.0277139607130495,7.0,321
target+month+ratio_bin,kpx_group_2,,10-30%,277,277,1089986.973,277,0.1821745843361412,7.0,277
target+month+ratio_bin,kpx_group_2,,30-60%,351,351,3416270.213,351,0.4506001652685449,7.0,351
target+month+ratio_bin,kpx_group_2,,5-10%,181,181,289132.984,0,0.07395462042152649,7.0,181
target+month+ratio_bin,kpx_group_2,,60-80%,351,351,5339233.828,351,0.7042357586789069,7.0,351
target+month+ratio_bin,kpx_group_2,,80-90%,177,177,3216085.641,177,0.841202563559322,7.0,177
target+month+ratio_bin,kpx_group_2,,90-100%,9,9,177607.58000000002,9,0.9136192386831277,7.0,9
target+month+ratio_bin,kpx_group_2,,<1%,546,546,17630.569,0,0.0014949268247184914,7.0,546
target+month+ratio_bin,kpx_group_2,,,0,19,0.0,0,,7.0,0
target+month+ratio_bin,kpx_group_2,,1-5%,376,376,219449.48500000002,0,0.02702047441390859,8.0,376
target+month+ratio_bin,kpx_group_2,,10-30%,364,364,1429567.454,364,0.18182329237891737,8.0,364
target+month+ratio_bin,kpx_group_2,,30-60%,317,317,3162658.734,317,0.46189080704521557,8.0,317
target+month+ratio_bin,kpx_group_2,,5-10%,198,198,306300.755,0,0.07161914398615787,8.0,198
target+month+ratio_bin,kpx_group_2,,60-80%,228,228,3429749.877,228,0.696424195297271,8.0,228
target+month+ratio_bin,kpx_group_2,,80-90%,91,91,1669988.526,91,0.8496075122100122,8.0,91
target+month+ratio_bin,kpx_group_2,,90-100%,19,19,379180.611,19,0.9239293640350877,8.0,19
target+month+ratio_bin,kpx_group_2,,<1%,639,639,22822.839,0,0.0016535413406364111,8.0,639
target+month+ratio_bin,kpx_group_2,,1-5%,326,326,194963.378,0,0.027687369063849124,9.0,326
target+month+ratio_bin,kpx_group_2,,10-30%,515,515,2052408.878,515,0.18450277580007193,9.0,515
target+month+ratio_bin,kpx_group_2,,30-60%,302,302,2737586.534,302,0.4196692626318371,9.0,302
target+month+ratio_bin,kpx_group_2,,5-10%,227,227,371153.561,0,0.07569619044705499,9.0,227
target+month+ratio_bin,kpx_group_2,,60-80%,84,84,1273437.663,84,0.7018505638227513,9.0,84
target+month+ratio_bin,kpx_group_2,,80-90%,36,36,665522.208,36,0.855867037037037,9.0,36
target+month+ratio_bin,kpx_group_2,,90-100%,24,24,487321.641,24,0.9400494618055556,9.0,24
target+month+ratio_bin,kpx_group_2,,<1%,646,646,19742.185,0,0.0014148452729044834,9.0,646
target+month+ratio_bin,kpx_group_2,,1-5%,339,339,205232.205,0,0.028027996968207142,10.0,339
target+month+ratio_bin,kpx_group_2,,10-30%,391,391,1543088.777,391,0.1827091949654258,10.0,391
target+month+ratio_bin,kpx_group_2,,30-60%,311,311,2975245.145,311,0.44290299288436347,10.0,311
target+month+ratio_bin,kpx_group_2,,5-10%,248,248,391170.562,0,0.07302317839008363,10.0,248
target+month+ratio_bin,kpx_group_2,,60-80%,163,163,2461745.182,163,0.6992005174960236,10.0,163
target+month+ratio_bin,kpx_group_2,,80-90%,102,102,1877317.898,102,0.8520869181190994,10.0,102
target+month+ratio_bin,kpx_group_2,,90-100%,67,67,1364295.22,67,0.9427136677722499,10.0,67
target+month+ratio_bin,kpx_group_2,,<1%,529,529,18310.343,0,0.0016024594798011622,10.0,529
target+month+ratio_bin,kpx_group_2,,,0,82,0.0,0,,10.0,0
target+month+ratio_bin,kpx_group_2,,1-5%,259,259,157214.522,0,0.02810212390962391,11.0,259
target+month+ratio_bin,kpx_group_2,,10-30%,322,322,1297605.614,322,0.18656625460087417,11.0,322
target+month+ratio_bin,kpx_group_2,,30-60%,347,347,3436778.971,347,0.45853065575301527,11.0,347
target+month+ratio_bin,kpx_group_2,,5-10%,182,182,279514.988,0,0.07110169617419618,11.0,182
target+month+ratio_bin,kpx_group_2,,60-80%,349,349,5355360.254,349,0.710410730924334,11.0,349
target+month+ratio_bin,kpx_group_2,,80-90%,236,236,4338773.814,236,0.8511405002354049,11.0,236
target+month+ratio_bin,kpx_group_2,,90-100%,137,137,2770446.818,137,0.9362147938632062,11.0,137
target+month+ratio_bin,kpx_group_2,,<1%,328,328,12423.839,0,0.0017535906447606142,11.0,328
target+month+ratio_bin,kpx_group_2,,1-5%,94,94,58431.158,0,0.02877815110323089,12.0,94
target+month+ratio_bin,kpx_group_2,,10-30%,299,299,1237236.377,299,0.19157010668276972,12.0,299
target+month+ratio_bin,kpx_group_2,,30-60%,324,324,3274531.258,324,0.46789712762917235,12.0,324
target+month+ratio_bin,kpx_group_2,,5-10%,88,88,142852.611,0,0.07515394097222222,12.0,88
target+month+ratio_bin,kpx_group_2,,60-80%,507,507,7845294.128,507,0.7163867090364526,12.0,507
target+month+ratio_bin,kpx_group_2,,80-90%,452,452,8309850.755,452,0.8511400724147821,12.0,452
target+month+ratio_bin,kpx_group_2,,90-100%,347,347,7011348.444,347,0.935445144092219,12.0,347
target+month+ratio_bin,kpx_group_2,,<1%,121,121,4743.917,0,0.0018150891490664217,12.0,121
target+month+ratio_bin,kpx_group_3,,1-5%,55,55,32975.998,0,0.02855064761904762,1.0,55
target+month+ratio_bin,kpx_group_3,,10-30%,285,285,1189768.292,285,0.19879169456975773,1.0,285
target+month+ratio_bin,kpx_group_3,,30-60%,388,388,3667336.168,388,0.45009034953362786,1.0,388
target+month+ratio_bin,kpx_group_3,,5-10%,77,77,120333.472,0,0.07441773160173161,1.0,77
target+month+ratio_bin,kpx_group_3,,60-80%,246,246,3582495.285,246,0.6934756649245064,1.0,246
target+month+ratio_bin,kpx_group_3,,80-90%,74,74,1313587.395,74,0.845294333976834,1.0,74
target+month+ratio_bin,kpx_group_3,,90-100%,136,136,2735359.201,136,0.9577588238795518,1.0,136
target+month+ratio_bin,kpx_group_3,,<1%,227,227,4049.679,0,0.0008495235997482694,1.0,227
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,1.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,160,160,86258.277,0,0.02567210625,2.0,160
target+month+ratio_bin,kpx_group_3,,10-30%,177,177,713091.537,177,0.19184598789346247,2.0,177
target+month+ratio_bin,kpx_group_3,,30-60%,194,194,1799303.619,194,0.4416552820324006,2.0,194
target+month+ratio_bin,kpx_group_3,,5-10%,92,92,138990.946,0,0.07194148343685301,2.0,92
target+month+ratio_bin,kpx_group_3,,60-80%,99,99,1444869.473,99,0.6949829114959115,2.0,99
target+month+ratio_bin,kpx_group_3,,80-90%,44,44,780750.189,44,0.844967737012987,2.0,44
target+month+ratio_bin,kpx_group_3,,90-100%,65,65,1310911.706,65,0.9603748761904761,2.0,65
target+month+ratio_bin,kpx_group_3,,<1%,537,537,8894.827,0,0.0007887582690431852,2.0,537
target+month+ratio_bin,kpx_group_3,,,0,672,0.0,0,,2.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,158,158,89888.521,0,0.027091175708257986,3.0,158
target+month+ratio_bin,kpx_group_3,,10-30%,309,309,1193789.05,309,0.1839711897056557,3.0,309
target+month+ratio_bin,kpx_group_3,,30-60%,280,280,2580516.627,280,0.4388633719387755,3.0,280
target+month+ratio_bin,kpx_group_3,,5-10%,150,150,227216.212,0,0.0721321307936508,3.0,150
target+month+ratio_bin,kpx_group_3,,60-80%,166,166,2458895.935,166,0.7053631483075158,3.0,166
target+month+ratio_bin,kpx_group_3,,80-90%,67,67,1201367.7449999999,67,0.8538505650319829,3.0,67
target+month+ratio_bin,kpx_group_3,,90-100%,103,103,2061390.504,103,0.9530238113730929,3.0,103
target+month+ratio_bin,kpx_group_3,,<1%,255,255,9357.654,0,0.0017474610644257701,3.0,255
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,3.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,202,202,112711.386,0,0.026570340876944838,4.0,202
target+month+ratio_bin,kpx_group_3,,10-30%,309,309,1184894.211,309,0.1826004331946371,4.0,309
target+month+ratio_bin,kpx_group_3,,30-60%,269,269,2506812.383,269,0.4437621495839972,4.0,269
target+month+ratio_bin,kpx_group_3,,5-10%,139,139,216658.101,0,0.07422339876670093,4.0,139
target+month+ratio_bin,kpx_group_3,,60-80%,146,146,2145913.203,146,0.6999064589041095,4.0,146
target+month+ratio_bin,kpx_group_3,,80-90%,56,56,997798.801,56,0.848468368197279,4.0,56
target+month+ratio_bin,kpx_group_3,,90-100%,36,36,720323.115,36,0.9528083531746032,4.0,36
target+month+ratio_bin,kpx_group_3,,<1%,283,283,11440.347,0,0.0019250121150933871,4.0,283
target+month+ratio_bin,kpx_group_3,,,0,720,0.0,0,,4.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,193,193,115314.749,0,0.028451702195904267,5.0,193
target+month+ratio_bin,kpx_group_3,,10-30%,356,356,1356933.474,356,0.18150528009630817,5.0,356
target+month+ratio_bin,kpx_group_3,,30-60%,291,291,2635635.726,291,0.4312936877761414,5.0,291
target+month+ratio_bin,kpx_group_3,,5-10%,141,141,217395.726,0,0.07341969807497467,5.0,141
target+month+ratio_bin,kpx_group_3,,60-80%,140,140,2073250.291,140,0.7051871738095238,5.0,140
target+month+ratio_bin,kpx_group_3,,80-90%,41,41,734757.349,41,0.8533767119628339,5.0,41
target+month+ratio_bin,kpx_group_3,,90-100%,48,48,965054.208,48,0.9573950476190477,5.0,48
target+month+ratio_bin,kpx_group_3,,<1%,278,278,10731.658,0,0.0018382422062350118,5.0,278
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,5.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,200,200,114172.17,0,0.02718385,6.0,200
target+month+ratio_bin,kpx_group_3,,10-30%,324,324,1274912.9,324,0.18737696942974721,6.0,324
target+month+ratio_bin,kpx_group_3,,30-60%,171,171,1535770.421,171,0.42767207490949594,6.0,171
target+month+ratio_bin,kpx_group_3,,5-10%,150,150,224150.023,0,0.07115873746031746,6.0,150
target+month+ratio_bin,kpx_group_3,,60-80%,76,76,1119650.902,76,0.7015356528822055,6.0,76
target+month+ratio_bin,kpx_group_3,,80-90%,28,28,496129.706,28,0.8437580034013605,6.0,28
target+month+ratio_bin,kpx_group_3,,90-100%,20,20,394265.684,20,0.9387278190476189,6.0,20
target+month+ratio_bin,kpx_group_3,,<1%,471,471,16256.576000000001,0,0.0016435725406935596,6.0,471
target+month+ratio_bin,kpx_group_3,,,0,720,0.0,0,,6.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,124,124,76076.212,0,0.029215135176651304,7.0,124
target+month+ratio_bin,kpx_group_3,,10-30%,200,200,812091.848,200,0.1933552019047619,7.0,200
target+month+ratio_bin,kpx_group_3,,30-60%,256,256,2467371.343,256,0.45896044326636903,7.0,256
target+month+ratio_bin,kpx_group_3,,5-10%,91,91,142274.087,0,0.07445007169021454,7.0,91
target+month+ratio_bin,kpx_group_3,,60-80%,200,200,2938841.369,200,0.6997241354761904,7.0,200
target+month+ratio_bin,kpx_group_3,,80-90%,119,119,2139694.046,119,0.856220106442577,7.0,119
target+month+ratio_bin,kpx_group_3,,90-100%,129,129,2559385.963,129,0.9447714887412328,7.0,129
target+month+ratio_bin,kpx_group_3,,<1%,363,363,10890.747,0,0.0014286694214876033,7.0,363
target+month+ratio_bin,kpx_group_3,,,0,750,0.0,0,,7.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,226,226,124441.018,0,0.026220189211967976,8.0,226
target+month+ratio_bin,kpx_group_3,,10-30%,199,199,755569.831,199,0.18080158674324,8.0,199
target+month+ratio_bin,kpx_group_3,,30-60%,155,155,1436697.79,155,0.44138180952380957,8.0,155
target+month+ratio_bin,kpx_group_3,,5-10%,129,129,199099.833,0,0.07349569324473976,8.0,129
target+month+ratio_bin,kpx_group_3,,60-80%,49,49,713814.695,49,0.6936974684159377,8.0,49
target+month+ratio_bin,kpx_group_3,,80-90%,16,16,280151.367,16,0.8337838303571429,8.0,16
target+month+ratio_bin,kpx_group_3,,90-100%,9,9,176276.96899999998,9,0.9326823756613756,8.0,9
target+month+ratio_bin,kpx_group_3,,<1%,705,705,18397.111,0,0.0012426282337048295,8.0,705
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,8.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,197,197,111771.281,0,0.02701747183949722,9.0,197
target+month+ratio_bin,kpx_group_3,,10-30%,321,321,1193384.088,321,0.1770336875834446,9.0,321
target+month+ratio_bin,kpx_group_3,,30-60%,127,127,1026652.798,127,0.38494668091488565,9.0,127
target+month+ratio_bin,kpx_group_3,,5-10%,170,170,263301.796,0,0.07375400448179271,9.0,170
target+month+ratio_bin,kpx_group_3,,60-80%,16,16,228590.209,16,0.6803280029761904,9.0,16
target+month+ratio_bin,kpx_group_3,,80-90%,5,5,89816.20999999999,5,0.8553924761904762,9.0,5
target+month+ratio_bin,kpx_group_3,,90-100%,1,1,19033.516,1,0.9063579047619047,9.0,1
target+month+ratio_bin,kpx_group_3,,<1%,603,603,14781.324,0,0.0011672845297322908,9.0,603
target+month+ratio_bin,kpx_group_3,,,0,720,0.0,0,,9.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,280,280,168900.761,0,0.02872461921768708,10.0,280
target+month+ratio_bin,kpx_group_3,,10-30%,312,312,1224118.295,312,0.1868312416056166,10.0,312
target+month+ratio_bin,kpx_group_3,,30-60%,201,201,1817006.526,201,0.43046826012793177,10.0,201
target+month+ratio_bin,kpx_group_3,,5-10%,170,170,261146.785,0,0.07315035994397759,10.0,170
target+month+ratio_bin,kpx_group_3,,60-80%,59,59,871434.19,59,0.7033367150928168,10.0,59
target+month+ratio_bin,kpx_group_3,,80-90%,13,13,231714.252,13,0.8487701538461538,10.0,13
target+month+ratio_bin,kpx_group_3,,90-100%,10,10,203062.736,10,0.9669654095238096,10.0,10
target+month+ratio_bin,kpx_group_3,,<1%,443,443,13696.592,0,0.0014722768999247554,10.0,443
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,10.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,149,149,82049.497,0,0.026222274528603387,11.0,149
target+month+ratio_bin,kpx_group_3,,10-30%,186,186,743088.127,186,0.190242736047107,11.0,186
target+month+ratio_bin,kpx_group_3,,30-60%,221,221,2108193.285,221,0.45425410148674855,11.0,221
target+month+ratio_bin,kpx_group_3,,5-10%,100,100,152499.539,0,0.07261882809523809,11.0,100
target+month+ratio_bin,kpx_group_3,,60-80%,216,216,3205122.559,216,0.7065966840828923,11.0,216
target+month+ratio_bin,kpx_group_3,,80-90%,107,107,1920316.866,107,0.8546136475300401,11.0,107
target+month+ratio_bin,kpx_group_3,,90-100%,136,136,2725871.366,136,0.9544367528011205,11.0,136
target+month+ratio_bin,kpx_group_3,,<1%,325,325,11252.328,0,0.0016486927472527473,11.0,325
target+month+ratio_bin,kpx_group_3,,,0,720,0.0,0,,11.0,0
target+month+ratio_bin,kpx_group_3,,1-5%,79,79,48538.355,0,0.029257597950572634,12.0,79
target+month+ratio_bin,kpx_group_3,,10-30%,221,221,898509.22,221,0.19360250377073907,12.0,221
target+month+ratio_bin,kpx_group_3,,30-60%,448,448,4416224.021,448,0.4694115668579932,12.0,448
target+month+ratio_bin,kpx_group_3,,5-10%,86,86,137978.523,0,0.0764000681063123,12.0,86
target+month+ratio_bin,kpx_group_3,,60-80%,387,387,5773287.663,387,0.7103836179401993,12.0,387
target+month+ratio_bin,kpx_group_3,,80-90%,84,84,1497703.389,84,0.8490382023809524,12.0,84
target+month+ratio_bin,kpx_group_3,,90-100%,67,67,1332635.366,67,0.947146670931059,12.0,67
target+month+ratio_bin,kpx_group_3,,<1%,116,116,3181.8940000000002,0,0.001306196223316913,12.0,116
target+month+ratio_bin,kpx_group_3,,,0,744,0.0,0,,12.0,0
